step	line	cite	method	baseline	written	then_text	now_text	same	reason
adocs/plan_todo/S109_shallow_depth_pruning_block.md	186	:739-758	HAND	c0954ec	src/search.cpp:1006-1030	if (score >= beta) { / // Fail-high / type = TT_BETA_NODE; /  / // Store killing move, history, and counter move / if (!is_capture && !is_check_move) { / state->killer_moves[1][ply] = state->killer_moves[0][ply]; / state->killer_moves[0][ply] = moves[i]; /  / // Saturating: an unbounded accumulator 	if (score >= beta) { / // Fail-high / type = TT_BETA_NODE; /  / // Store killing move, history, and counter move / if (!is_capture) { / // The shift is deliberately unguarded, and that is a measured choice / // rather than an oversight. A repeat copies slot 0 onto itself, so both / // slots hold one	no	the fail-high update block through the close of its quiet-only arm. S149's killer comment and history_on_quiet_cutoff rewrote its middle.
adocs/plan_todo/S109_shallow_depth_pruning_block.md	187	:779-781	BLOCK	c0954ec	src/search.cpp:1065-1067	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	188	:408	BLOCK	c0954ec	src/search.cpp:596	bool is_pv)	bool is_pv)	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	189	:511-512	BLOCK	c0954ec	src/search.cpp:765-766	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	208	:693-694	BLOCK	c0954ec	src/search.cpp:960-961	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	if (ply > 0 && depth >= 3 && legal_moves_counter > 3 && !is_capture && / !MOVE_PROMOTED(moves[i]) && !is_in_check && !is_check_move) {	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	213	:1271	BLOCK	c0954ec	src/bitboard.cpp:1271	int see(const board_t* board, move_t move)	int see(const board_t* board, move_t move)	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	214	:1096	BLOCK	c0954ec	src/bitboard.cpp:1096	static constexpr int see_value[6] = {100, 300, 300, 500, 900, 10000};	static constexpr int see_value[6] = {100, 300, 300, 500, 900, 10000};	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	215	:1160	BLOCK	c0954ec	src/bitboard.cpp:1160	bool capture_cannot_lose(const board_t* board, move_t move)	bool capture_cannot_lose(const board_t* board, move_t move)	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	218	:662	BLOCK	c0954ec	src/search.cpp:929	const bool is_check_move = is_capture ? false : is_check(game);	const bool is_check_move = is_capture ? false : is_check(game);	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	231	:636-652	BLOCK	c0954ec	src/search.cpp:897-913	if (i == moves_count) { / // The captures ran out without a cutoff, so the quiets are needed after / // all. This is the branch staging exists to avoid. / if (quiets_generated) { break; } /  / const size_t added = / generate_quiets(game_tables(), &game->board, moves + moves_count); /  / for (size_t 	if (i == moves_count) { / // The captures ran out without a cutoff, so the quiets are needed after / // all. This is the branch staging exists to avoid. / if (quiets_generated) { break; } /  / const size_t added = / generate_quiets(game_tables(), &game->board, moves + moves_count); /  / for (size_t 	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	233	:619-623	BLOCK	c0954ec	src/search.cpp:880-884	if (tt_move_is_quiet || moves_count == 0) { / moves_count += / generate_quiets(game_tables(), &game->board, moves + moves_count); / quiets_generated = true; / }	if (tt_move_is_quiet || moves_count == 0) { / moves_count += / generate_quiets(game_tables(), &game->board, moves + moves_count); / quiets_generated = true; / }	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	261	:779-781	BLOCK	c0954ec	src/search.cpp:1065-1067	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	304	:779-781	BLOCK	c0954ec	src/search.cpp:1065-1067	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	if (legal_moves_counter == 0) { / return is_in_check ? -(MATE_MAX - static_cast<int>(ply)) : DRAW_SCORE; / }	yes	
adocs/plan_todo/S109_shallow_depth_pruning_block.md	320	:1099-1105	BLOCK	c0954ec	src/evaluation.cpp:1160-1166	if (move == state->killer_moves[0][ply]) { return ORDER_KILLER_0; } / if (move == state->killer_moves[1][ply]) { return ORDER_KILLER_1; } /  / if (prev_move != 0 && / move == state->counter_moves[MOVE_PIECE(prev_move)][MOVE_TO(prev_move)]) { / return ORDER_COUNTER; / }	if (move == state->killer_moves[0][ply]) { return ORDER_KILLER_0; } / if (move == state->killer_moves[1][ply]) { return ORDER_KILLER_1; } /  / if (prev_move != 0 && / move == state->counter_moves[MOVE_PIECE(prev_move)][MOVE_TO(prev_move)]) { / return ORDER_COUNTER; / }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	105	:320	BLOCK	7b54f18	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	105	:322-325	BLOCK	c0954ec	src/search.cpp:481-484	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) { / continue; / }	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) { / continue; / }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	107	:339-366	HAND	c0954ec	src/search.cpp:507-545	for (size_t i = 0; i < count; ++i) { / pick_next_move(moves, scores, count, i); /  / if (!make_move(game, moves[i])) { continue; } /  / legal_moves++; /  / const int score = / -quiescence(-beta, -alpha, ply + 1, qply + 1, game, state); /  / unmake_move(game); /  / if (state->aborted) { return stand_	for (size_t i = 0; i < count; ++i) { / pick_next_move(moves, scores, count, i); /  / if (!make_move(game, moves[i])) { continue; } /  / legal_moves++; /  / const int score = / -quiescence(-beta, -alpha, ply + 1, qply + 1, game, state); /  / unmake_move(game); /  / if (state->aborted) { return stand_	no	quiescence's search loop, `for` to closing brace. DEC-102's `value_type` block grew it.
adocs/plan_todo/S112_quiescence_move_futility.md	107	:332	BLOCK	c0954ec	src/search.cpp:491	int best_value = in_check ? MIN : stand_pat;	int best_value = in_check ? MIN : stand_pat;	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	105	:322	BLOCK	c0954ec	src/search.cpp:481	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	113	:1160-1174	BLOCK	c0954ec	src/bitboard.cpp:1160-1174	bool capture_cannot_lose(const board_t* board, move_t move) / { / assert(board != nullptr); /  / if (MOVE_EN_PASSANT(move)) { / return true;  // pawn takes pawn / } /  / const piece_t victim = board->squares[MOVE_TO(move)]; /  / if (victim == EMPTY) { return false; } /  / return see_value[piece_type	bool capture_cannot_lose(const board_t* board, move_t move) / { / assert(board != nullptr); /  / if (MOVE_EN_PASSANT(move)) { / return true;  // pawn takes pawn / } /  / const piece_t victim = board->squares[MOVE_TO(move)]; /  / if (victim == EMPTY) { return false; } /  / return see_value[piece_type	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	123	:44-49	BLOCK	c0954ec	src/eval_tables.hpp:44-49	// Do not read meaning into an individual number. The parameterisation is / // degenerate by five dimensions -- adding c to every square of psqt_mg[t] and / // psqt_eg[t] is the same evaluation as adding c to piece_value[t] -- so the / // split between a piece's value and its table is arbitrary and 	// Do not read meaning into an individual number. The parameterisation is / // degenerate by five dimensions -- adding c to every square of psqt_mg[t] and / // psqt_eg[t] is the same evaluation as adding c to piece_value[t] -- so the / // split between a piece's value and its table is arbitrary and 	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	131	:310	BLOCK	c0954ec	src/search.cpp:469	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	if (!in_check && !MOVE_CAPTURE(moves[i])) { continue; }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	143	:253	HAND	c0954ec	src/search.cpp:361	const int stored_eval = stand_pat_is_exact ? stand_pat : TT_EVAL_NONE;	const int stored_eval = static_eval_is_exact ? static_eval : TT_EVAL_NONE;	no	`stored_eval`, which S130's comment moved.
adocs/plan_todo/S112_quiescence_move_futility.md	144	:268	BLOCK	c0954ec	src/search.cpp:421	if (stand_pat >= beta) {	if (stand_pat >= beta) {	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	156	:279	BLOCK	c0954ec	src/search.cpp:438	if (stand_pat > alpha) { alpha = stand_pat; }	if (stand_pat > alpha) { alpha = stand_pat; }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	158	:387-390	HAND	c0954ec	src/search.cpp:576-578	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(best_value, ply), / (best_value > alpha0) ? TT_PV_NODE : TT_ALPHA_NODE, best_move, / stored_eval);	tt_store_entry(state->tt, &game->board, TT_DEPTH_QS, / normalize_score(best_value, ply), stored_type, best_move, / stored_eval);	no	quiescence's fail-low store.
adocs/plan_todo/S112_quiescence_move_futility.md	179	:370	BLOCK	c0954ec	src/search.cpp:549	if (in_check && legal_moves == 0) {	if (in_check && legal_moves == 0) {	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	136	:661	BLOCK	c0954ec	src/search.cpp:928	// is_check() is an attack scan - do not pay for it on captures.	// is_check() is an attack scan - do not pay for it on captures.	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	187	:287	BLOCK	c0954ec	src/search.cpp:446	if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	110	:322	BLOCK	c0954ec	src/search.cpp:481	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) &&	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	189	:332	BLOCK	c0954ec	src/search.cpp:491	int best_value = in_check ? MIN : stand_pat;	int best_value = in_check ? MIN : stand_pat;	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	216	:370	BLOCK	c0954ec	src/search.cpp:549	if (in_check && legal_moves == 0) {	if (in_check && legal_moves == 0) {	yes	
adocs/plan_todo/S112_quiescence_move_futility.md	239	:287	BLOCK	c0954ec	src/search.cpp:446	if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	if (static_cast<int>(qply) >= MAX_QSEARCH_DEPTH) { return stand_pat; }	yes	
adocs/plan_todo/S113_probcut.md	99	:511-537	HAND	c0954ec	src/search.cpp:765-772	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) { / const int margin = RFP_MARGIN * depth; /  / // The entry already has the number where the probe above found one. It is / // the same number: evaluate() is a func	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) { / const int margin = RFP_MARGIN * depth; /  / // Fail soft, and the bound returned is the one actually argued for: the / // static score minus everything the oppon	no	the RFP block, condition to closing brace.
adocs/plan_todo/S113_probcut.md	100	:561-588	HAND	c0954ec	src/search.cpp:814-841	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR); /  / // The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with t	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR); /  / // The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with t	no	the null-move block, `null_reduction` to closing brace -- 28 lines then and now.
adocs/plan_todo/S113_probcut.md	101	:588	HAND	c0954ec	src/search.cpp:841	}	}	yes	the null-move block's closing brace.
adocs/plan_todo/S113_probcut.md	101	:590	BLOCK	c0954ec	src/search.cpp:843	node_type_t type = TT_ALPHA_NODE;	node_type_t type = TT_ALPHA_NODE;	yes	
adocs/plan_todo/S113_probcut.md	106	:466	BLOCK	c0954ec	src/search.cpp:684	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	yes	
adocs/plan_todo/S113_probcut.md	108	:656	HAND	c0954ec	src/search.cpp:917	if (!make_move(game, moves[i])) { continue; }	if (!make_move(game, moves[i])) { continue; }	yes	negamax's `make_move`, whose false return drops illegal moves.
adocs/plan_todo/S113_probcut.md	112	:614	BLOCK	c0954ec	src/search.cpp:875	size_t moves_count = generate_captures(game_tables(), &game->board, moves);	size_t moves_count = generate_captures(game_tables(), &game->board, moves);	yes	
adocs/plan_todo/S113_probcut.md	115	:87	BLOCK	7b54f18	src/search.cpp:141	inline void pick_next_move(move_t moves[], int scores[], size_t count, size_t i)	inline void pick_next_move(move_t moves[], int scores[], size_t count, size_t i)	yes	
adocs/plan_todo/S113_probcut.md	116	:322-323	BLOCK	c0954ec	src/search.cpp:481-482	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) {	if (!in_check && !capture_cannot_lose(&game->board, moves[i]) && / !see_ge(&game->board, moves[i], 0)) {	yes	
adocs/plan_todo/S113_probcut.md	117	:1185	BLOCK	c0954ec	src/bitboard.cpp:1185	bool see_ge(const board_t* board, move_t move, int threshold)	bool see_ge(const board_t* board, move_t move, int threshold)	yes	
adocs/plan_todo/S113_probcut.md	118	:303-307	BLOCK	c0954ec	src/bitboard.cpp:303-307	} / } / } / } / 	} / } / } / } / 	yes	
adocs/plan_todo/S113_probcut.md	121	:445-455	BLOCK	c0954ec	src/search.cpp:663-673	const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board); /  / // Copied out now: a deeper node can overwrite this slot while we recurse, and / // the move is wanted for ordering even when no cutoff is taken. / const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0; /  / //	const tt_entry_t* tt_entry = tt_get_entry(state->tt, &game->board); /  / // Copied out now: a deeper node can overwrite this slot while we recurse, and / // the move is wanted for ordering even when no cutoff is taken. / const move_t tt_move = (tt_entry != nullptr) ? tt_entry->best_move : 0; /  / //	yes	
adocs/plan_todo/S113_probcut.md	122	:139	BLOCK	c0954ec	src/search.cpp:193	inline int de_normalize_score(int score, int ply)	inline int de_normalize_score(int score, int ply)	yes	
adocs/plan_todo/S113_probcut.md	131	:532	HAND	c0954ec	src/search.cpp:731	static_eval = static_score;	state->static_evals[ply] = static_eval;	no	`state->static_evals[ply] = static_eval;`. S108 hoisted this out of the RFP guard the sentence puts it in; the sentence is S113's to restate and the citation points at where the value is set now.
adocs/plan_todo/S113_probcut.md	144	:41	BLOCK	c0954ec	src/search_params.hpp:50	#define CHESSO_SEARCH_PARAMS(X)                                                \	#define CHESSO_SEARCH_PARAMS(X)                                                \	yes	
adocs/plan_todo/S113_probcut.md	145	:588	HAND	c0954ec	src/search.cpp:841	}	}	yes	the same closing brace.
adocs/plan_todo/S113_probcut.md	147	:511-512	BLOCK	c0954ec	src/search.cpp:765-766	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	if (!is_pv && !is_in_check && static_cast<int>(ply) >= RFP_MIN_PLY && / depth <= RFP_MAX_DEPTH && beta < MATE_MIN && beta > -MATE_MIN) {	yes	
adocs/plan_todo/S113_probcut.md	152	:729	HAND	c0954ec	src/search.cpp:996	if (state->aborted) { return 0; }	if (state->aborted) { return 0; }	yes	the move loop's abort check.
adocs/plan_todo/S114_null_move_refinements.md	38	:576	BLOCK	c0954ec	src/search.cpp:829	const int null_score = -negamax(-beta, -beta + 1, depth - 1 - reduction,	const int null_score = -negamax(-beta, -beta + 1, depth - 1 - reduction,	yes	
adocs/plan_todo/S114_null_move_refinements.md	88	:569-571	HAND	c0954ec	src/search.cpp:822-824	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 && / depth - 1 - null_reduction >= 1 && beta < MATE_MIN && / game_phase(&game->board) > 0) {	if (!is_pv && !is_in_check && ply > 0 && prev_move != 0 && / depth - 1 - null_reduction >= 1 && beta < MATE_MIN && beta > -MATE_MIN && / game_phase(&game->board) > 0) {	no	the null-move entry conditions.
adocs/plan_todo/S114_null_move_refinements.md	92	:570	HAND	c0954ec	src/search.cpp:823	depth - 1 - null_reduction >= 1 && beta < MATE_MIN &&	depth - 1 - null_reduction >= 1 && beta < MATE_MIN && beta > -MATE_MIN &&	no	the floor, `depth - 1 - null_reduction >= 1`.
adocs/plan_todo/S114_null_move_refinements.md	92	:563-568	BLOCK	c0954ec	src/search.cpp:816-821	// The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with the static score / // and the pass looks safe. That is not a theoretical risk: 	// The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with the static score / // and the pass looks safe. That is not a theoretical risk: 	yes	
adocs/plan_todo/S114_null_move_refinements.md	101	:583-586	BLOCK	c0954ec	src/search.cpp:836-839	if (null_score >= beta) { / // A mate score out of a null move search is not a mate anyone can force, / // it is an artefact of the pass. Report the bound instead. / return (null_score >= MATE_MIN) ? beta : null_score;	if (null_score >= beta) { / // A mate score out of a null move search is not a mate anyone can force, / // it is an artefact of the pass. Report the bound instead. / return (null_score >= MATE_MIN) ? beta : null_score;	yes	
adocs/plan_todo/S114_null_move_refinements.md	106	:586	BLOCK	c0954ec	src/search.cpp:839	return (null_score >= MATE_MIN) ? beta : null_score;	return (null_score >= MATE_MIN) ? beta : null_score;	yes	
adocs/plan_todo/S114_null_move_refinements.md	110	:477	HAND	c0954ec	src/search.cpp:720	int static_eval = TT_EVAL_NONE;	const int static_eval =	no	`const int static_eval =`. S108 hoisted the declaration to the top of the node, so the sentence's claim that it sits inside the RFP guard is stale -- that is S114's to restate, not a citation repair.
adocs/plan_todo/S114_null_move_refinements.md	111	:532	HAND	c0954ec	src/search.cpp:731	static_eval = static_score;	state->static_evals[ply] = static_eval;	no	the stack write S108 pairs with that declaration, the second of the two sites the sentence names.
adocs/plan_todo/S114_null_move_refinements.md	86	:77-78	HAND	c0954ec	src/search_params.hpp:181-182	X(NULL_MOVE_BASE,    "NullMoveBase",    2,      0, 16)                       \ / X(NULL_MOVE_DIVISOR, "NullMoveDivisor", 6,      1, 64)                       \	X(NULL_MOVE_BASE,    "NullMoveBase",    3,      0, 16)                       \ / X(NULL_MOVE_DIVISOR, "NullMoveDivisor", 6,      1, 64)                       \	no	NULL_MOVE_BASE and NULL_MOVE_DIVISOR, the two the new constants sit beside -- the same pair the paragraph above cites in full.
adocs/plan_todo/S114_null_move_refinements.md	120	:570	HAND	c0954ec	src/search.cpp:823	depth - 1 - null_reduction >= 1 && beta < MATE_MIN &&	depth - 1 - null_reduction >= 1 && beta < MATE_MIN && beta > -MATE_MIN &&	no	the floor, cited again.
adocs/plan_todo/S114_null_move_refinements.md	157	:570	HAND	c0954ec	src/search.cpp:823	depth - 1 - null_reduction >= 1 && beta < MATE_MIN &&	depth - 1 - null_reduction >= 1 && beta < MATE_MIN && beta > -MATE_MIN &&	no	the floor, cited again.
adocs/plan_todo/S114_null_move_refinements.md	159	:466	BLOCK	c0954ec	src/search.cpp:684	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	if (depth < 1) { return quiescence(alpha, beta, ply, 0, game, state); }	yes	
adocs/plan_todo/S114_null_move_refinements.md	180	:588	HAND	c0954ec	src/search.cpp:841	}	}	yes	the null-move block's closing brace.
adocs/plan_todo/S114_null_move_refinements.md	180	:561-588	HAND	c0954ec	src/search.cpp:814-841	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR); /  / // The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with t	const int null_reduction = NULL_MOVE_BASE + (depth / NULL_MOVE_DIVISOR); /  / // The reduced search has to keep at least one real ply. Let it fall to zero / // and it becomes pure quiescence, which only looks at captures and therefore / // cannot see a mate that is two plies away - it answers with t	no	the null-move block this step rewrites.
adocs/plan_todo/S114_null_move_refinements.md	219	:570	HAND	c0954ec	src/search.cpp:823	depth - 1 - null_reduction >= 1 && beta < MATE_MIN &&	depth - 1 - null_reduction >= 1 && beta < MATE_MIN && beta > -MATE_MIN &&	no	the floor, cited again.
adocs/plan_todo/S115_aspiration_refinements.md	72	:546	HAND	7b54f18	src/search.cpp:771	if (static_score - margin >= beta) { return static_score - margin; }	if (static_eval - margin >= beta) { return static_eval - margin; }	no	RFP's fail-soft return. It reads `static_eval` since S108 where the citation was written against `static_score`, which is why the block match could not find it.
adocs/plan_todo/S115_aspiration_refinements.md	72	:586	BLOCK	c0954ec	src/search.cpp:839	return (null_score >= MATE_MIN) ? beta : null_score;	return (null_score >= MATE_MIN) ? beta : null_score;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	73	:172-185	BLOCK	c0954ec	src/search.cpp:236-249	if (entry->type == TT_PV_NODE) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_BETA_NODE && tt_score >= beta) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_ALPHA_NODE && tt_score <= alpha) { / *score = tt_score; / return true; / }	if (entry->type == TT_PV_NODE) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_BETA_NODE && tt_score >= beta) { / *score = tt_score; / return true; / } /  / if (entry->type == TT_ALPHA_NODE && tt_score <= alpha) { / *score = tt_score; / return true; / }	yes	
adocs/plan_todo/S115_aspiration_refinements.md	74	:392	BLOCK	c0954ec	src/search.cpp:580	return best_value;	return best_value;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	78	:737-744	BLOCK	c0954ec	src/chesso.cpp:765-772	int delta = ASPIRATION_DELTA; / int alpha = -SEARCH_SCORE_INF; / int beta = SEARCH_SCORE_INF; /  / if (aspiration_ready && current_depth >= ASPIRATION_MIN_DEPTH) { / alpha = aspiration_score - delta; / beta = aspiration_score + delta; / }	int delta = ASPIRATION_DELTA; / int alpha = -SEARCH_SCORE_INF; / int beta = SEARCH_SCORE_INF; /  / if (aspiration_ready && current_depth >= ASPIRATION_MIN_DEPTH) { / alpha = aspiration_score - delta; / beta = aspiration_score + delta; / }	yes	
adocs/plan_todo/S115_aspiration_refinements.md	79	:748-767	BLOCK	c0954ec	src/chesso.cpp:776-795	while (!state.aborted && / (alpha > -SEARCH_SCORE_INF || beta < SEARCH_SCORE_INF) && / (search_result.score <= alpha || search_result.score >= beta)) { / ++last_aspiration_failures; /  / const bool fail_low = (search_result.score <= alpha); /  / if (search_result.mate_found || delta > ASPIRATION_MAX	while (!state.aborted && / (alpha > -SEARCH_SCORE_INF || beta < SEARCH_SCORE_INF) && / (search_result.score <= alpha || search_result.score >= beta)) { / ++last_aspiration_failures; /  / const bool fail_low = (search_result.score <= alpha); /  / if (search_result.mate_found || delta > ASPIRATION_MAX	yes	
adocs/plan_todo/S115_aspiration_refinements.md	80	:759	BLOCK	c0954ec	src/chesso.cpp:787	alpha = std::max(search_result.score - delta, -SEARCH_SCORE_INF);	alpha = std::max(search_result.score - delta, -SEARCH_SCORE_INF);	yes	
adocs/plan_todo/S115_aspiration_refinements.md	81	:761	BLOCK	c0954ec	src/chesso.cpp:789	beta = std::min(search_result.score + delta, SEARCH_SCORE_INF);	beta = std::min(search_result.score + delta, SEARCH_SCORE_INF);	yes	
adocs/plan_todo/S115_aspiration_refinements.md	82	:764	BLOCK	c0954ec	src/chesso.cpp:792	delta += delta;	delta += delta;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	83	:766	BLOCK	c0954ec	src/chesso.cpp:794	search_result = search(current_depth, &game, &state, alpha, beta);	search_result = search(current_depth, &game, &state, alpha, beta);	yes	
adocs/plan_todo/S115_aspiration_refinements.md	84	:755-757	BLOCK	c0954ec	src/chesso.cpp:783-785	if (search_result.mate_found || delta > ASPIRATION_MAX_DELTA) { / alpha = -SEARCH_SCORE_INF; / beta = SEARCH_SCORE_INF;	if (search_result.mate_found || delta > ASPIRATION_MAX_DELTA) { / alpha = -SEARCH_SCORE_INF; / beta = SEARCH_SCORE_INF;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	86	:803-814	BLOCK	c0954ec	src/chesso.cpp:831-842	if (!state.aborted) { / last_score = search_result.mate_found / ? ("mate " + STR(search_result.mate_in)) / : ("cp " + STR(search_result.score)); / last_complete_depth = current_depth; /  / // The loop above only exits without an abort once the score is inside / // the window, so this is a score and 	if (!state.aborted) { / last_score = search_result.mate_found / ? ("mate " + STR(search_result.mate_in)) / : ("cp " + STR(search_result.score)); / last_complete_depth = current_depth; /  / // The loop above only exits without an abort once the score is inside / // the window, so this is a score and 	yes	
adocs/plan_todo/S115_aspiration_refinements.md	87	:48-52	BLOCK	c0954ec	src/chesso.cpp:60-64	// aspiration window and repeat an iteration. Nothing in the engine reads it: / // it exists so a test can assert that the window schedule was actually in / // force, which a mate case driven through this function otherwise cannot tell / // from a search that never narrowed anything. S021. / static 	// aspiration window and repeat an iteration. Nothing in the engine reads it: / // it exists so a test can assert that the window schedule was actually in / // force, which a mate case driven through this function otherwise cannot tell / // from a search that never narrowed anything. S021. / static 	yes	
adocs/plan_todo/S115_aspiration_refinements.md	87	:76-77	BLOCK	c0954ec	src/chesso.cpp:88-89	int uci_last_aspiration_failures() / { return last_aspiration_failures; }	int uci_last_aspiration_failures() / { return last_aspiration_failures; }	yes	
adocs/plan_todo/S115_aspiration_refinements.md	123	:764	BLOCK	c0954ec	src/chesso.cpp:792	delta += delta;	delta += delta;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	84	:755	BLOCK	c0954ec	src/chesso.cpp:783	if (search_result.mate_found || delta > ASPIRATION_MAX_DELTA) {	if (search_result.mate_found || delta > ASPIRATION_MAX_DELTA) {	yes	
adocs/plan_todo/S115_aspiration_refinements.md	137	:814	BLOCK	c0954ec	src/chesso.cpp:842	aspiration_ready = !search_result.mate_found;	aspiration_ready = !search_result.mate_found;	yes	
adocs/plan_todo/S115_aspiration_refinements.md	195	:546	HAND	7b54f18	src/search.cpp:771	if (static_score - margin >= beta) { return static_score - margin; }	if (static_eval - margin >= beta) { return static_eval - margin; }	no	the same return, cited again.
adocs/plan_todo/S115_aspiration_refinements.md	195	:596	BLOCK	7b54f18	src/search.cpp:839	return (null_score >= MATE_MIN) ? beta : null_score;	return (null_score >= MATE_MIN) ? beta : null_score;	yes	
